team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,38,90,15,27,18,23,16,29,31,7,1,11,27
CHICAGO BULLS,240,39,79,6,17,29,38,14,33,21,7,7,10,16
UTAH JAZZ,240,38,73,6,9,28,39,9,29,33,9,10,12,26
DENVER NUGGETS,240,35,83,7,16,22,25,15,22,16,8,8,13,28
WASHINGTON WIZARDS,240,32,81,7,18,19,25,15,29,20,3,3,8,31
DETROIT PISTONS,240,30,73,7,21,30,38,8,29,18,5,10,5,24
LOS ANGELES CLIPPERS,240,35,91,2,10,9,16,20,35,17,7,3,9,19
MIAMI HEAT,240,25,76,1,15,20,25,14,31,13,5,9,12,20
HOUSTON ROCKETS,240,29,81,1,13,17,20,21,21,16,5,2,16,7
MILWAUKEE BUCKS,240,48,82,16,26,3,3,6,28,33,8,8,10,19
GOLDEN STATE WARRIORS,240,34,83,4,10,35,48,20,30,18,9,7,22,26
PHILADELPHIA 76ERS,240,41,91,2,11,30,35,16,32,33,16,3,12,32
PORTLAND TRAIL BLAZERS,240,34,72,5,15,17,26,13,36,15,7,4,17,15
SEATTLE SUPERSONICS,240,35,80,5,20,9,15,9,30,24,11,6,10,21
CHARLOTTE HORNETS,240,31,70,2,8,14,17,7,31,18,8,6,18,25
TORONTO RAPTORS,240,29,80,4,12,15,19,15,24,15,9,2,14,18
