team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,34,66,3,5,23,30,5,32,14,5,3,9,31
HOUSTON ROCKETS,240,26,79,4,21,26,40,19,30,10,6,2,8,24
ATLANTA HAWKS,265,35,89,7,17,20,31,12,39,25,6,14,16,22
INDIANA PACERS,265,35,96,10,22,18,27,16,39,24,10,6,12,25
SAN ANTONIO SPURS,240,36,83,8,15,23,33,15,33,20,8,5,13,24
LOS ANGELES LAKERS,240,40,91,4,15,11,20,14,32,24,8,11,11,23
DALLAS MAVERICKS,240,40,85,10,29,20,20,15,36,24,4,9,16,23
MEMPHIS GRIZZLIES,240,34,76,9,22,26,36,8,26,22,11,5,9,18
DETROIT PISTONS,240,30,76,7,23,19,27,8,32,18,6,4,10,20
MILWAUKEE BUCKS,240,33,72,8,17,22,28,8,35,19,5,6,13,25
NEW ORLEANS HORNETS,240,38,92,2,10,15,18,15,30,23,3,3,14,13
MINNESOTA TIMBERWOLVES,240,47,91,12,19,8,10,10,28,39,8,4,7,19
CHICAGO BULLS,240,28,84,0,11,16,24,18,38,14,10,10,22,28
NEW JERSEY NETS,240,32,88,4,21,22,28,13,36,25,9,6,12,19
ORLANDO MAGIC,240,35,83,12,26,16,22,10,19,22,5,4,12,28
PHILADELPHIA 76ERS,240,33,72,3,6,30,39,13,36,19,6,4,14,22
NEW YORK KNICKS,240,38,88,13,30,27,32,13,28,26,9,0,15,29
PHOENIX SUNS,240,40,75,2,11,33,41,8,33,21,9,3,16,29
SEATTLE SUPERSONICS,240,30,87,2,11,19,27,21,24,18,8,5,15,16
SACRAMENTO KINGS,240,46,77,8,15,10,12,5,30,28,7,8,16,17
GOLDEN STATE WARRIORS,265,39,93,4,15,36,44,16,37,16,12,7,13,22
TORONTO RAPTORS,265,41,96,9,17,23,32,15,38,24,9,6,15,32
WASHINGTON WIZARDS,240,26,72,2,7,23,26,12,21,11,8,7,13,24
UTAH JAZZ,240,39,79,9,14,22,27,14,33,32,8,12,10,21
