team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,36,85,4,14,18,23,16,25,20,9,3,13,17
BOSTON CELTICS,240,36,81,3,14,12,14,14,29,20,7,5,16,27
PHILADELPHIA 76ERS,240,38,80,7,12,23,35,19,30,25,10,6,12,17
CHICAGO BULLS,240,35,82,4,10,11,22,13,27,24,6,8,14,25
LOS ANGELES CLIPPERS,265,43,95,5,13,13,17,12,40,24,14,8,22,29
DENVER NUGGETS,265,38,99,9,20,17,24,16,35,21,12,4,19,20
MILWAUKEE BUCKS,240,36,86,2,11,25,29,16,29,21,8,1,12,24
DETROIT PISTONS,240,39,87,5,10,22,28,16,34,23,8,9,12,25
UTAH JAZZ,240,33,86,3,11,20,21,15,28,20,12,8,16,33
GOLDEN STATE WARRIORS,240,29,67,6,13,31,42,9,32,22,7,5,20,19
CLEVELAND CAVALIERS,240,36,81,3,6,15,20,12,34,25,3,7,10,21
INDIANA PACERS,240,33,78,6,18,19,25,10,31,23,8,7,7,20
LOS ANGELES LAKERS,240,35,76,6,20,19,26,10,22,29,5,1,15,17
NEW ORLEANS HORNETS,240,43,75,12,23,16,22,9,27,31,11,4,14,25
SACRAMENTO KINGS,240,45,87,6,14,15,21,6,23,36,10,6,7,26
NEW YORK KNICKS,240,39,80,8,18,28,32,15,32,25,4,5,13,23
MINNESOTA TIMBERWOLVES,240,41,90,5,10,13,18,14,36,23,7,2,8,24
ORLANDO MAGIC,240,26,67,5,17,14,26,7,27,17,2,6,15,22
MEMPHIS GRIZZLIES,240,32,80,4,27,20,25,6,24,19,7,5,9,20
PHOENIX SUNS,240,39,81,4,14,14,20,12,35,20,3,3,13,23
PORTLAND TRAIL BLAZERS,240,36,82,4,12,6,12,15,28,17,5,3,18,19
SEATTLE SUPERSONICS,240,41,84,8,19,10,19,15,25,18,12,3,13,15
TORONTO RAPTORS,240,25,68,1,8,9,15,8,30,14,8,6,21,21
WASHINGTON WIZARDS,240,31,78,5,14,19,26,15,33,18,12,1,15,18
