team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,38,76,4,11,24,30,6,29,27,7,4,17,19
ATLANTA HAWKS,240,44,88,10,17,17,19,8,34,30,10,0,11,26
DENVER NUGGETS,240,24,78,3,12,7,13,14,30,13,10,4,17,22
BOSTON CELTICS,240,27,71,7,23,16,19,11,29,16,13,10,15,16
WASHINGTON WIZARDS,240,35,85,2,12,25,35,16,25,21,6,8,9,19
CHICAGO BULLS,240,44,83,4,12,12,18,11,33,32,5,10,9,28
DETROIT PISTONS,240,40,87,4,13,14,22,17,30,25,6,7,3,18
HOUSTON ROCKETS,240,28,72,1,6,17,23,10,30,12,1,3,10,24
SEATTLE SUPERSONICS,240,33,80,3,11,11,14,10,31,22,6,7,18,21
INDIANA PACERS,240,30,80,5,12,28,31,14,30,21,10,8,14,16
NEW JERSEY NETS,240,35,79,4,13,15,20,8,35,22,8,2,11,22
LOS ANGELES LAKERS,240,34,84,6,21,9,18,13,33,25,6,5,12,20
LOS ANGELES CLIPPERS,240,32,72,7,14,14,16,8,33,18,7,5,25,22
MINNESOTA TIMBERWOLVES,240,30,81,5,12,23,28,14,25,19,11,4,12,21
PORTLAND TRAIL BLAZERS,265,35,91,6,19,21,25,17,27,23,10,1,9,23
NEW ORLEANS HORNETS,265,34,75,5,13,23,26,5,37,26,7,8,13,20
DALLAS MAVERICKS,240,34,77,9,23,24,30,8,29,21,9,1,9,15
NEW YORK KNICKS,240,37,89,8,26,8,9,14,29,24,3,4,16,21
PHOENIX SUNS,240,43,88,5,16,19,26,18,34,20,7,1,16,24
ORLANDO MAGIC,240,39,81,6,19,23,26,8,30,22,10,3,11,20
SAN ANTONIO SPURS,240,32,75,6,13,21,32,12,28,19,5,5,13,25
UTAH JAZZ,240,34,79,0,4,22,32,17,32,24,4,6,12,24
