team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,28,73,6,24,32,36,10,31,18,10,5,10,21
ATLANTA HAWKS,240,35,72,8,17,17,26,6,30,19,5,2,15,26
LOS ANGELES CLIPPERS,240,34,79,4,18,18,26,14,25,15,7,4,15,14
DALLAS MAVERICKS,240,50,95,5,14,10,14,18,32,24,5,8,11,21
MINNESOTA TIMBERWOLVES,240,32,76,7,12,16,19,11,28,22,7,7,11,22
DENVER NUGGETS,240,32,74,6,14,18,26,10,27,26,6,5,12,23
SAN ANTONIO SPURS,240,39,72,5,8,19,24,13,31,21,2,7,11,10
HOUSTON ROCKETS,240,31,77,6,15,10,15,9,19,12,7,5,7,17
CLEVELAND CAVALIERS,240,38,79,2,11,23,31,9,35,26,8,4,14,22
ORLANDO MAGIC,240,38,92,10,24,19,28,19,28,25,9,3,14,20
NEW YORK KNICKS,240,32,80,3,18,13,19,12,33,22,6,2,17,21
PORTLAND TRAIL BLAZERS,240,30,79,4,18,24,33,13,34,21,9,9,12,13
